Year,Month,Day,Open,Close,Volume,Range,Close_T1,Close_T2,Close_T3,Return,MovAverage,MovVol
1986,10,6,0.602679,0.609375,23626400,0.011161,0.602679,0.609375,0.609375,0.011110392,0.001896272,0.002540124
1986,10,7,0.607143,0.589286,31998400,0.022321,0.609375,0.602679,0.609375,-0.032966564,0.002387625,0.002666431
1986,10,8,0.587054,0.584821,27893600,0.013393,0.589286,0.609375,0.602679,-0.007576966,0.005622431,0.002675796
1986,10,9,0.584821,0.589286,19488000,0.011161,0.584821,0.589286,0.609375,0.007634815,0.004857112,0.002743388
1986,10,10,0.587054,0.59375,14632800,0.017857,0.589286,0.584821,0.589286,0.007575269,0.003999265,0.002785092
1986,10,13,0.591518,0.618304,24920000,0.029018,0.59375,0.589286,0.584821,0.041354105,0.003138995,0.002807165
1986,10,14,0.618304,0.607143,49834400,0.026785,0.618304,0.59375,0.589286,-0.018050991,0.001338082,0.002863898
1986,10,15,0.598214,0.595982,51352000,0.013393,0.607143,0.618304,0.59375,-0.018382819,0.003706685,0.002685942
1986,10,16,0.595982,0.600446,33941600,0.011161,0.595982,0.607143,0.618304,0.007490159,0.003119377,0.002599627
1986,10,17,0.602679,0.600446,37968000,0.011161,0.600446,0.595982,0.607143,0,0.002427304,0.002462459
1986,10,20,0.598214,0.587054,37245600,0.013392,0.600446,0.600446,0.595982,-0.022303421,0.003947116,0.00225482
1986,10,21,0.589286,0.584821,28431200,0.006697,0.587054,0.600446,0.600446,-0.003803739,0.003700007,0.002125542
1986,10,22,0.584821,0.580357,23620800,0.011161,0.584821,0.587054,0.600446,-0.007633105,0.003376373,0.001932863
1986,10,23,0.580357,0.591518,30783200,0.011161,0.580357,0.584821,0.587054,0.019231266,0.004079969,0.001672762
1986,10,24,0.591518,0.589286,18832800,0.008929,0.591518,0.580357,0.584821,-0.003773342,0.004177377,0.001412764
1986,10,27,0.598214,0.607143,37800000,0.013393,0.589286,0.591518,0.580357,0.030302773,0.007002542,0.001068175
1986,10,28,0.607143,0.595982,35560000,0.020089,0.607143,0.589286,0.591518,-0.018382819,0.008379133,0.001285837
1986,10,29,0.598214,0.595982,21358400,0.006696,0.595982,0.607143,0.589286,0,0.009550257,0.002038298
1986,10,30,0.598214,0.611607,73360000,0.024554,0.595982,0.595982,0.607143,0.026217235,0.008962405,0.002617208
1986,10,31,0.611607,0.618304,30324000,0.011161,0.611607,0.595982,0.595982,0.010949842,0.007862765,0.002916822
1986,11,3,0.620536,0.625,37956800,0.008928,0.618304,0.611607,0.595982,0.010829624,0.008973111,0.003238911
1986,11,4,0.622768,0.638393,61600000,0.035714,0.625,0.618304,0.611607,0.0214288,0.009891761,0.003572868
1986,11,5,0.638393,0.660714,156240000,0.029017,0.638393,0.625,0.618304,0.034964356,0.008592886,0.00369704
1986,11,6,0.654018,0.645089,82880000,0.020089,0.660714,0.638393,0.625,-0.023648659,0.008328449,0.003759447
1986,11,7,0.642857,0.638393,35789600,0.022321,0.645089,0.660714,0.638393,-0.010379963,0.008094058,0.003817076
1986,11,10,0.640625,0.631696,26471200,0.013393,0.638393,0.645089,0.660714,-0.010490403,0.008448232,0.003800041
1986,11,11,0.633929,0.633929,12544000,0.008929,0.631696,0.638393,0.645089,0.003534928,0.010212043,0.003729446
1986,11,12,0.638393,0.654018,32748800,0.017857,0.633929,0.631696,0.638393,0.031689669,0.009359514,0.003546596
1986,11,13,0.651786,0.633929,34378400,0.017857,0.654018,0.633929,0.631696,-0.03071628,0.00604567,0.003388886
1986,11,14,0.633929,0.629464,33779200,0.011161,0.633929,0.654018,0.633929,-0.007043376,0.008085578,0.00345304
1986,11,17,0.629464,0.649554,35420000,0.035714,0.629464,0.633929,0.654018,0.031916043,0.009276418,0.003496815
1986,11,18,0.649554,0.631696,42515200,0.029018,0.649554,0.629464,0.633929,-0.02749271,0.006356011,0.003357156
1986,11,19,0.627232,0.625,75600000,0.013393,0.631696,0.649554,0.629464,-0.010600035,0.007809479,0.003810417
1986,11,20,0.622768,0.629464,73920000,0.008928,0.625,0.631696,0.649554,0.0071424,0.009177437,0.00401789
1986,11,21,0.629464,0.642857,71680000,0.020089,0.629464,0.625,0.631696,0.021276832,0.008837323,0.003946745
1986,11,24,0.647321,0.678571,94080000,0.037947,0.642857,0.629464,0.625,0.055555123,0.00782414,0.00410638
1986,11,25,0.678571,0.71875,212240000,0.042411,0.678571,0.642857,0.629464,0.059211195,0.004896071,0.004167817
1986,11,26,0.716518,0.723214,126560000,0.022321,0.71875,0.678571,0.642857,0.006210783,0.001081465,0.004274003
1986,11,28,0.723214,0.714286,55137600,0.017857,0.723214,0.71875,0.678571,-0.012344894,0.000204966,0.004523205
1986,12,1,0.714286,0.716518,86800000,0.017857,0.714286,0.723214,0.71875,0.003124799,0.001380736,0.004895957
1986,12,2,0.723214,0.741071,92400000,0.03125,0.716518,0.714286,0.723214,0.034267108,0.000651188,0.005067152
1986,12,3,0.743304,0.763393,84000000,0.026786,0.741071,0.716518,0.714286,0.03012127,-0.000539624,0.005245459
1986,12,4,0.761161,0.758929,67200000,0.013393,0.763393,0.741071,0.716518,-0.005847578,0.000501609,0.005214594
1986,12,5,0.761161,0.78125,65520000,0.022321,0.758929,0.763393,0.741071,0.029411183,0.001610639,0.004999873
1986,12,8,0.779018,0.758929,86800000,0.026786,0.78125,0.758929,0.763393,-0.02857088,0.001298533,0.004754388
1986,12,9,0.756696,0.756696,75600000,0.026786,0.758929,0.78125,0.758929,-0.002942304,0.002659051,0.00438953
1986,12,10,0.756696,0.776786,61040000,0.03125,0.756696,0.758929,0.78125,0.026549632,0.003464248,0.004085655
1986,12,11,0.779018,0.765625,56560000,0.022321,0.776786,0.756696,0.758929,-0.014368179,0.002331154,0.003838467
1986,12,12,0.765625,0.736607,45029600,0.03125,0.765625,0.776786,0.756696,-0.037901061,0.002099602,0.003439643
1986,12,15,0.732143,0.745536,52264800,0.024554,0.736607,0.765625,0.776786,0.012121796,0.007639241,0.002867225
1986,12,16,0.743304,0.758929,37984800,0.015625,0.745536,0.736607,0.765625,0.017964257,0.008793615,0.00277169
1986,12,17,0.756696,0.736607,37777600,0.029018,0.758929,0.745536,0.736607,-0.029412501,0.006864075,0.002721875
1986,12,18,0.734375,0.738839,43764000,0.020089,0.736607,0.758929,0.745536,0.00303011,0.012538174,0.002697642
1986,12,19,0.738839,0.752232,49772800,0.02009,0.738839,0.736607,0.758929,0.018127089,0.011049331,0.002733955
1986,12,22,0.75,0.752232,41092800,0.013393,0.752232,0.738839,0.736607,0,0.007764829,0.002756336
1986,12,23,0.754464,0.752232,61040000,0.008928,0.752232,0.752232,0.738839,0,0.011166189,0.00262729
1986,12,24,0.75,0.747768,23940000,0.008928,0.752232,0.752232,0.752232,-0.005934339,0.009125351,0.002667548
1986,12,26,0.747768,0.732143,22467200,0.015625,0.747768,0.752232,0.752232,-0.020895518,0.008934147,0.002636469
1986,12,29,0.732143,0.723214,29411200,0.015625,0.732143,0.747768,0.752232,-0.012195705,0.012800649,0.002745183
1986,12,30,0.723214,0.732143,37038400,0.020089,0.723214,0.732143,0.747768,0.012346276,0.015751066,0.002759236
1986,12,31,0.732143,0.723214,33140800,0.017857,0.732143,0.723214,0.732143,-0.012195705,0.014088246,0.002628419
1987,1,2,0.720982,0.729911,30217600,0.017857,0.723214,0.732143,0.723214,0.009260053,0.015878687,0.002583932
1987,1,5,0.736607,0.767857,59920000,0.040178,0.729911,0.723214,0.732143,0.05198716,0.01575951,0.002516585
1987,1,6,0.770089,0.78125,81200000,0.024553,0.767857,0.729911,0.723214,0.01744205,0.012964313,0.002328883
1987,1,7,0.783482,0.799107,108640000,0.022321,0.78125,0.767857,0.729911,0.02285696,0.011704766,0.00229033
1987,1,8,0.799107,0.799107,72800000,0.011161,0.799107,0.78125,0.767857,0,0.009642328,0.0022897
1987,1,9,0.799107,0.810268,59920000,0.024553,0.799107,0.799107,0.78125,0.01396684,0.009752806,0.002298469
1987,1,12,0.8125,0.8125,58240000,0.017857,0.810268,0.799107,0.799107,0.002754644,0.007875175,0.002283483
1987,1,13,0.805804,0.796875,52931200,0.013393,0.8125,0.810268,0.799107,-0.019230769,0.007857104,0.002175067
1987,1,14,0.796875,0.859375,126000000,0.066964,0.796875,0.8125,0.810268,0.078431373,0.012158132,0.002043664
1987,1,15,0.861607,0.890625,136640000,0.060268,0.859375,0.796875,0.8125,0.036363636,0.010214266,0.002314122
1987,1,16,0.892857,0.870536,101920000,0.040178,0.890625,0.859375,0.796875,-0.02255607,0.011325592,0.002584468
1987,1,19,0.870536,0.948661,90720000,0.09375,0.870536,0.890625,0.859375,0.08974356,0.015657338,0.002958247
1987,1,20,0.982143,0.921875,193760000,0.075893,0.948661,0.870536,0.890625,-0.028235587,0.009321252,0.003477644
1987,1,21,0.908482,0.875,133280000,0.037946,0.921875,0.948661,0.870536,-0.050847458,0.009822129,0.003698218
1987,1,22,0.872768,0.9375,118160000,0.073661,0.875,0.921875,0.948661,0.071428571,0.011384588,0.003838447
1987,1,23,0.9375,0.897321,114800000,0.049108,0.9375,0.875,0.921875,-0.0428576,0.009440947,0.00390725
1987,1,26,0.892857,0.888393,87920000,0.017857,0.897321,0.9375,0.875,-0.009949617,0.013273405,0.004131318
1987,1,27,0.892857,0.941964,94640000,0.058036,0.888393,0.897321,0.9375,0.060301015,0.016382596,0.004277252
1987,1,28,0.946429,0.988839,103600000,0.064732,0.941964,0.888393,0.897321,0.049763048,0.013511119,0.004257998
1987,1,29,0.997768,0.966518,139440000,0.069196,0.988839,0.941964,0.888393,-0.022572937,0.011744223,0.00450452
1987,1,30,0.964286,0.991071,102480000,0.058036,0.966518,0.988839,0.941964,0.025403562,0.011118439,0.004975092
1987,2,2,0.991071,0.997768,61600000,0.03125,0.991071,0.966518,0.988839,0.006757336,0.008145071,0.005058821
1987,2,3,1,0.991071,44654400,0.024553,0.997768,0.991071,0.966518,-0.006711981,0.00974637,0.005056199
1987,2,4,0.991071,0.982143,54460000,0.020089,0.991071,0.997768,0.991071,-0.009008436,0.010682132,0.004927675
1987,2,5,0.982143,0.962054,85120000,0.035714,0.982143,0.991071,0.997768,-0.020454252,0.010242161,0.004720671
1987,2,6,0.964286,0.964286,73360000,0.02009,0.962054,0.982143,0.991071,0.002320036,0.009357437,0.004507017
1987,2,9,0.944196,0.939732,39250400,0.020089,0.964286,0.962054,0.982143,-0.0254634,0.010812751,0.004312512
1987,2,10,0.9375,0.941964,41697600,0.020089,0.939732,0.964286,0.962054,0.002375145,0.01166862,0.003958179
1987,2,11,0.946429,1.008929,85680000,0.071429,0.941964,0.939732,0.964286,0.071090827,0.010836745,0.003417551
1987,2,12,1.017857,1.046875,177520000,0.051339,1.008929,0.941964,0.939732,0.037610179,0.006174329,0.002861065
1987,2,13,1.046875,1.109375,127680000,0.080357,1.046875,1.008929,0.941964,0.059701493,0.005695704,0.002725966
1987,2,17,1.109375,1.185268,102480000,0.082589,1.109375,1.046875,1.008929,0.068410592,0.004129914,0.00259569
1987,2,18,1.189732,1.133929,117600000,0.071429,1.185268,1.109375,1.046875,-0.043314255,0.000161501,0.002563084
1987,2,19,1.133929,1.113839,78400000,0.03125,1.133929,1.185268,1.109375,-0.017717159,0.003937661,0.002585837
1987,2,20,1.113839,1.09375,47661600,0.033482,1.113839,1.133929,1.185268,-0.01803582,0.004694286,0.002549435
1987,2,23,1.087054,1.127232,87920000,0.082589,1.09375,1.113839,1.133929,0.030612114,0.005029843,0.002555466
1987,2,24,1.129464,1.169643,89040000,0.051339,1.127232,1.09375,1.113839,0.037624021,0.002690306,0.002554198
1987,2,25,1.169643,1.234375,113680000,0.087053,1.169643,1.127232,1.09375,0.055343383,0.001258051,0.002781398
1987,2,26,1.241071,1.234375,124880000,0.060268,1.234375,1.169643,1.127232,0,-0.001020634,0.002887514
1987,2,27,1.234375,1.25,101360000,0.058036,1.234375,1.234375,1.169643,0.012658228,-0.002613853,0.002863891
1987,3,2,1.254464,1.205357,99120000,0.0625,1.25,1.234375,1.234375,-0.0357144,-0.005048134,0.002865272
1987,3,3,1.205357,1.160714,109200000,0.060268,1.205357,1.25,1.234375,-0.03703716,-0.001823607,0.002662481
1987,3,4,1.174107,1.207589,112000000,0.051339,1.160714,1.205357,1.25,0.040384625,0.001601173,0.002648592
1987,3,5,1.205357,1.223214,84560000,0.03125,1.207589,1.160714,1.205357,0.012939005,0.003245077,0.002728907
1987,3,6,1.200893,1.200893,44094400,0.029018,1.223214,1.207589,1.160714,-0.018247829,0.002628934,0.002703226
1987,3,9,1.1875,1.154018,63840000,0.040178,1.200893,1.223214,1.207589,-0.039033453,0.002336438,0.002650123
1987,3,10,1.151786,1.191964,61040000,0.04241,1.154018,1.200893,1.223214,0.032881636,0.002664545,0.002587311
1987,3,11,1.200893,1.183036,54616800,0.03125,1.191964,1.154018,1.200893,-0.007490159,0.001977356,0.002587149
1987,3,12,1.178571,1.165179,75600000,0.046875,1.183036,1.191964,1.154018,-0.015094215,0.003714282,0.002456792
1987,3,13,1.165179,1.133929,49403200,0.044642,1.165179,1.183036,1.191964,-0.026819914,0.00393003,0.002442072
1987,3,16,1.133929,1.165179,61600000,0.049108,1.133929,1.165179,1.183036,0.027559045,0.003343083,0.002453385
1987,3,17,1.169643,1.196429,61040000,0.053572,1.165179,1.133929,1.165179,0.026819914,0.002383498,0.002406556
1987,3,18,1.200893,1.178571,75600000,0.049107,1.196429,1.165179,1.133929,-0.014926084,0.003207183,0.002274176
1987,3,19,1.174107,1.220982,51682400,0.053571,1.178571,1.196429,1.165179,0.035985104,0.00425331,0.002191031
1987,3,20,1.21875,1.21875,86800000,0.026786,1.220982,1.178571,1.196429,-0.001828037,0.002289962,0.002269848
1987,3,23,1.214286,1.205357,61600000,0.035714,1.21875,1.220982,1.178571,-0.010989128,0.004803988,0.002330958
1987,3,24,1.209821,1.183036,67200000,0.040178,1.205357,1.21875,1.220982,-0.018518165,0.005008778,0.002686868
1987,3,25,1.1875,1.191964,68320000,0.03125,1.183036,1.205357,1.21875,0.007546685,0.00701293,0.00295561
1987,3,26,1.191964,1.200893,35756000,0.022321,1.191964,1.183036,1.205357,0.007490998,0.005870336,0.003293197
1987,3,27,1.200893,1.160714,33476800,0.049107,1.200893,1.191964,1.183036,-0.033457602,0.005672908,0.003362969
1987,3,30,1.133929,1.116071,64960000,0.035714,1.160714,1.200893,1.191964,-0.038461671,0.008535958,0.003396651
1987,3,31,1.111607,1.151786,68320000,0.044643,1.116071,1.160714,1.200893,0.032000652,0.010831293,0.003366913
1987,4,1,1.125,1.191964,54465600,0.08259,1.151786,1.116071,1.160714,0.034883216,0.010226158,0.003168397
1987,4,2,1.21875,1.28125,194320000,0.084821,1.191964,1.151786,1.116071,0.074906625,0.009015677,0.003050269
1987,4,3,1.276786,1.28125,134960000,0.029018,1.28125,1.191964,1.151786,0,0.005299895,0.003016069
1987,4,6,1.276786,1.25,72240000,0.0625,1.28125,1.28125,1.191964,-0.024390244,0.005598461,0.00312187
1987,4,7,1.245536,1.209821,64960000,0.044643,1.25,1.28125,1.28125,-0.0321432,0.006611532,0.003172899
1987,4,8,1.209821,1.232143,57680000,0.049107,1.209821,1.25,1.28125,0.018450663,0.008290993,0.00314946
1987,4,9,1.227679,1.267857,59360000,0.066965,1.232143,1.209821,1.25,0.028985272,0.006670642,0.002933917
1987,4,10,1.272321,1.254464,54460000,0.03125,1.267857,1.232143,1.209821,-0.010563494,0.004084855,0.002749873
1987,4,13,1.25,1.205357,35554400,0.049107,1.254464,1.267857,1.232143,-0.039145803,0.003660225,0.002690492
1987,4,14,1.191964,1.214286,101920000,0.058036,1.205357,1.254464,1.267857,0.007407764,0.007416479,0.002651415
1987,4,15,1.241071,1.267857,87360000,0.040178,1.214286,1.205357,1.254464,0.044117284,0.007518692,0.002266087
1987,4,16,1.272321,1.276786,86800000,0.040179,1.267857,1.214286,1.205357,0.007042592,0.004816969,0.001728347
1987,4,20,1.276786,1.270089,37290400,0.035714,1.276786,1.267857,1.214286,-0.005245202,0.002960261,0.001549237
1987,4,21,1.254464,1.334821,108080000,0.098215,1.270089,1.276786,1.267857,0.050966507,0.001638442,0.001586036
1987,4,22,1.368304,1.325893,100800000,0.053571,1.334821,1.270089,1.276786,-0.006688537,2.40613E-05,0.001987439
1987,4,23,1.325893,1.357143,76160000,0.053571,1.325893,1.334821,1.270089,0.023569021,0.000342563,0.002154151
1987,4,24,1.352679,1.334821,63840000,0.035714,1.357143,1.325893,1.334821,-0.016447788,-0.001019449,0.002393635
1987,4,27,1.325893,1.339286,95760000,0.035714,1.334821,1.357143,1.325893,0.003345018,0.002253123,0.002481918
1987,4,28,1.352679,1.375,81200000,0.042411,1.339286,1.334821,1.357143,0.026666448,0.003009597,0.002519933
1987,4,29,1.379464,1.388393,72800000,0.049107,1.375,1.339286,1.334821,0.009740364,0.002039238,0.002504564
1987,4,30,1.392857,1.415179,63280000,0.040178,1.388393,1.375,1.339286,0.019292808,0.000980178,0.002508559
1987,5,1,1.419643,1.428571,33180000,0.022321,1.415179,1.388393,1.375,0.009463114,-0.000691979,0.002505396
1987,5,4,1.419643,1.424107,35526400,0.022322,1.428571,1.415179,1.388393,-0.003124801,-0.00144885,0.002453075
1987,5,5,1.428571,1.433036,57680000,0.049107,1.424107,1.428571,1.415179,0.006269894,-0.000991821,0.002344185
1987,5,6,1.4375,1.428571,71680000,0.053571,1.433036,1.424107,1.428571,-0.003115763,-0.000831035,0.002251926
1987,5,7,1.424107,1.433036,45197600,0.022322,1.428571,1.433036,1.424107,0.003125501,-0.001137629,0.002155592
1987,5,8,1.4375,1.410714,46183200,0.035715,1.433036,1.428571,1.433036,-0.01557672,-0.001286463,0.002051094
1987,5,11,1.375,1.375,49319200,0.049107,1.410714,1.433036,1.428571,-0.025316258,-8.53615E-05,0.00209327
1987,5,12,1.357143,1.348214,64960000,0.026785,1.375,1.410714,1.433036,-0.019480727,0.001120175,0.002197631
1987,5,13,1.352679,1.401786,77840000,0.055804,1.348214,1.375,1.410714,0.039735532,0.002351115,0.002311405
1987,5,14,1.397321,1.415179,37122400,0.022322,1.401786,1.348214,1.375,0.00955424,0.000458947,0.00231228
1987,5,15,1.415179,1.397321,36489600,0.022322,1.415179,1.401786,1.348214,-0.012618898,-0.000297384,0.00234653
1987,5,18,1.397321,1.352679,60480000,0.053572,1.397321,1.415179,1.401786,-0.031948278,0.003033265,0.002408699
1987,5,19,1.352679,1.308036,59920000,0.055804,1.352679,1.397321,1.415179,-0.033003395,0.003407173,0.002410732
1987,5,20,1.303571,1.330357,72240000,0.044643,1.308036,1.352679,1.397321,0.017064515,0.006154533,0.002413128
1987,5,21,1.334821,1.330357,43450400,0.022322,1.330357,1.308036,1.352679,0,0.004768218,0.002290225
1987,5,22,1.339286,1.323661,24276000,0.03125,1.330357,1.330357,1.308036,-0.005033235,0.005929649,0.002232739
1987,5,26,1.330357,1.392857,38063200,0.071428,1.323661,1.330357,1.330357,0.052276225,0.005318977,0.002057132
1987,5,27,1.392857,1.419643,45175200,0.049107,1.392857,1.323661,1.330357,0.019230976,0.003695444,0.001899275
1987,5,28,1.419643,1.428571,37805600,0.03125,1.419643,1.392857,1.323661,0.006288905,0.001079016,0.001841669
1987,5,29,1.433036,1.410714,23150400,0.026786,1.428571,1.419643,1.392857,-0.012499904,0.000779545,0.001849828
1987,6,1,1.419643,1.388393,20826400,0.035714,1.410714,1.428571,1.419643,-0.015822484,0.001668704,0.00184359
1987,6,2,1.383929,1.379464,34372800,0.017857,1.388393,1.410714,1.428571,-0.006431176,0.002130033,0.00185415
1987,6,3,1.379464,1.388393,42828800,0.040179,1.379464,1.388393,1.410714,0.006472804,0.001848362,0.00184943
1987,6,4,1.392857,1.401786,38399200,0.03125,1.388393,1.379464,1.388393,0.009646404,0.0022842,0.001849538
1987,6,5,1.40625,1.388393,32732000,0.017857,1.401786,1.388393,1.379464,-0.00955424,0.001971358,0.001871189
1987,6,8,1.388393,1.388393,50461600,0.022321,1.388393,1.401786,1.388393,0,0.000673487,0.001874878
1987,6,9,1.383929,1.401786,31763200,0.035714,1.388393,1.388393,1.401786,0.009646404,-0.001752975,0.002025447
1987,6,10,1.40625,1.401786,36556800,0.040179,1.401786,1.388393,1.388393,0,-0.001573151,0.002710573
1987,6,11,1.401786,1.410714,31343200,0.035714,1.401786,1.401786,1.388393,0.006369018,-0.001257778,0.003102573
1987,6,12,1.410714,1.410714,25440800,0.017857,1.410714,1.401786,1.401786,0,0.001571778,0.003537939
1987,6,15,1.410714,1.401786,64960000,0.035714,1.410714,1.410714,1.401786,-0.00632871,0.004511201,0.003785164
1987,6,16,1.482143,1.482143,85680000,0.133928,1.401786,1.410714,1.410714,0.057324727,0.00592001,0.003822071
1987,6,17,1.482143,1.446429,74480000,0.089286,1.482143,1.401786,1.410714,-0.02409619,0.003190261,0.003811364
1987,6,18,1.4375,1.482143,57400000,0.080357,1.446429,1.482143,1.401786,0.024691153,0.003526002,0.00382266
1987,6,19,1.482143,1.464286,31360000,0.049107,1.482143,1.446429,1.482143,-0.012048095,0.000698688,0.003867453
1987,6,22,1.473214,1.5,42280000,0.049108,1.464286,1.482143,1.446429,0.024390044,0.000844718,0.003855948
1987,6,23,1.5,1.473214,20213200,0.049107,1.5,1.464286,1.482143,-0.017857333,0.000978046,0.003899926
1987,6,24,1.482143,1.5,29680000,0.098214,1.473214,1.5,1.464286,0.018182016,0.00098805,0.00392715
1987,6,25,1.5,1.446429,30240000,0.071428,1.5,1.473214,1.5,-0.035714,0.000977681,0.00403231
1987,6,26,1.455357,1.446429,31920000,0.053572,1.446429,1.5,1.473214,0,0.002398253,0.003979222
1987,6,29,1.446429,1.455357,25326000,0.026786,1.446429,1.446429,1.5,0.006172443,0.001975595,0.003966278
1987,6,30,1.446429,1.446429,36120000,0.044643,1.455357,1.446429,1.446429,-0.006134577,0.000686644,0.003908553
1987,7,1,1.455357,1.428571,23707600,0.035714,1.446429,1.455357,1.446429,-0.012346268,0.001559482,0.003745598
1987,7,2,1.428571,1.450893,20389600,0.044643,1.428571,1.446429,1.455357,0.015625405,0.001860524,0.00355298
1987,7,6,1.455357,1.455357,21372400,0.044642,1.450893,1.428571,1.446429,0.003076726,-3.79346E-05,0.003428863
1987,7,7,1.446429,1.401786,50960000,0.080357,1.455357,1.450893,1.428571,-0.036809525,0.002181733,0.002941498
1987,7,8,1.401786,1.330357,85400000,0.098215,1.401786,1.455357,1.450893,-0.050955709,0.005061636,0.002470773
1987,7,9,1.330357,1.348214,59920000,0.053572,1.330357,1.401786,1.455357,0.013422713,0.010791158,0.002266554
1987,7,10,1.357143,1.357143,39200000,0.053572,1.348214,1.330357,1.401786,0.006622836,0.010409365,0.002531059
1987,7,13,1.392857,1.446429,63840000,0.071428,1.357143,1.348214,1.330357,0.065789677,0.011886107,0.002823488
1987,7,14,1.464286,1.535714,64400000,0.071428,1.446429,1.357143,1.348214,0.061727883,0.009986923,0.002916558
1987,7,15,1.535714,1.571429,67760000,0.089285,1.535714,1.446429,1.357143,0.023256283,0.006325991,0.003064964
1987,7,16,1.571429,1.571429,23646000,0.026786,1.571429,1.535714,1.446429,0,0.005462761,0.003096906
1987,7,17,1.580357,1.544643,23049600,0.071428,1.571429,1.571429,1.535714,-0.017045632,0.005462761,0.003182991
1987,7,20,1.535714,1.491071,31080000,0.0625,1.544643,1.571429,1.571429,-0.034682448,0.006760363,0.003347167
1987,7,21,1.5,1.477679,27748000,0.044643,1.491071,1.544643,1.571429,-0.008981464,0.0076904,0.003572072
1987,7,22,1.482143,1.517857,15232000,0.053572,1.477679,1.491071,1.544643,0.027189938,0.009339094,0.003715753
1987,7,23,1.535714,1.491071,18684400,0.107142,1.517857,1.477679,1.491071,-0.017647249,0.009711002,0.003913218
1987,7,24,1.482143,1.517857,29400000,0.044643,1.491071,1.517857,1.477679,0.017964269,0.011701569,0.004300004
1987,7,27,1.517857,1.508929,14159600,0.035714,1.517857,1.491071,1.517857,-0.005881977,0.010172266,0.004318957
1987,7,28,1.517857,1.495536,18572400,0.035715,1.508929,1.517857,1.491071,-0.008875832,0.010224533,0.00429185
1987,7,29,1.5,1.464286,24707200,0.053571,1.495536,1.508929,1.517857,-0.020895518,0.010647191,0.004200373
1987,7,30,1.464286,1.482143,26073600,0.026786,1.464286,1.495536,1.508929,0.012195022,0.011642216,0.004052892
1987,7,31,1.473214,1.473214,18261600,0.026786,1.482143,1.464286,1.495536,-0.006024385,0.011061501,0.003820088
1987,8,3,1.464286,1.4375,15839600,0.044643,1.473214,1.482143,1.464286,-0.024242235,0.013179863,0.003607457
1987,8,4,1.446429,1.508929,30240000,0.080358,1.4375,1.473214,1.482143,0.049689739,0.013011514,0.00307571
1987,8,5,1.508929,1.544643,32480000,0.053571,1.508929,1.4375,1.473214,0.023668443,0.010191825,0.002358032
1987,8,6,1.544643,1.651786,63000000,0.142857,1.544643,1.508929,1.4375,0.069364248,0.008377936,0.001940801
1987,8,7,1.651786,1.660714,38080000,0.044643,1.651786,1.544643,1.508929,0.005405059,0.004378005,0.001823268
1987,8,10,1.723214,1.723214,19499200,0.089285,1.660714,1.651786,1.544643,0.037634415,0.003531288,0.001848135
1987,8,11,1.767857,1.767857,67760000,0.053572,1.723214,1.660714,1.651786,0.025906823,0.004484142,0.00189228
1987,8,12,1.767857,1.741071,40320000,0.053572,1.767857,1.723214,1.660714,-0.015151678,0.004153207,0.001935599
1987,8,13,1.741071,1.75,49000000,0.0625,1.741071,1.767857,1.723214,0.005128453,0.005539174,0.002032965
1987,8,14,1.732143,1.75,26213600,0.071428,1.75,1.741071,1.767857,0,0.003984333,0.002170545
1987,8,17,1.767857,1.767857,36400000,0.044643,1.75,1.75,1.741071,0.010204,0.002861238,0.002185491
1987,8,18,1.758929,1.741071,59360000,0.044643,1.767857,1.75,1.75,-0.015151678,0.002375333,0.002204295
1987,8,19,1.767857,1.785714,16718800,0.035714,1.741071,1.767857,1.75,0.025641114,0.003326897,0.002261831
1987,8,20,1.794643,1.848214,43960000,0.098214,1.785714,1.741071,1.767857,0.035000006,0.001876942,0.00260755
1987,8,21,1.848214,1.892857,35000000,0.080357,1.848214,1.785714,1.741071,0.02415467,-0.001169976,0.004545343
1987,8,24,1.892857,1.866071,30240000,0.044643,1.892857,1.848214,1.785714,-0.014151095,0.001351921,0.005916293
1987,8,25,1.883929,1.857143,34160000,0.044643,1.866071,1.892857,1.848214,-0.004784384,0.003015541,0.006486883
1987,8,26,1.892857,1.857143,49000000,0.053571,1.857143,1.866071,1.892857,0,0.004320726,0.007440521
1987,8,27,1.866071,1.857143,31080000,0.044643,1.857143,1.857143,1.866071,0,0.005163534,0.008403755
1987,8,28,1.857143,1.857143,23954000,0.035714,1.857143,1.857143,1.857143,0,0.003714259,0.010311332
1987,8,31,1.866071,1.928571,37520000,0.089286,1.857143,1.857143,1.857143,0.038461228,0.002646587,0.011200419
1987,9,1,1.955357,1.875,34720000,0.098214,1.928571,1.857143,1.857143,-0.027777562,0.002562574,0.011479368
1987,9,2,1.857143,1.857143,57400000,0.089286,1.875,1.928571,1.857143,-0.009523733,0.005360241,0.011403801
1987,9,3,1.875,1.830357,46200000,0.089286,1.857143,1.875,1.928571,-0.01442323,0.006018136,0.011217045
1987,9,4,1.830357,1.803571,27109600,0.0625,1.830357,1.857143,1.875,-0.014634304,0.007315441,0.010903583
1987,9,8,1.794643,1.78125,43960000,0.071428,1.803571,1.830357,1.857143,-0.012376003,0.005199372,0.010513008
1987,9,9,1.794643,1.883929,39480000,0.125,1.78125,1.803571,1.830357,0.057644351,0.005575181,0.010050929
1987,9,10,1.901786,1.919643,35000000,0.049108,1.883929,1.78125,1.803571,0.01895719,0.001757707,0.009381414
